1882.02.02_BirminghamDailyPost_0005,1882.02.01_ThePallMallGazette_0007
1882.08.07_WesternMail_0004,1882.02.23_TheBristolMercuryandDailyPost_0007
1882.08.08_GlasgowHerald_0002,1882.02.10_LiverpoolMercuryetc_0008
1882.08.08_TheLeedsMercury_0001,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.08_WesternMail_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.08.09_AberdeenWeeklyJournal_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.08.09_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.08.09_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.08.09_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.08.09_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.25_GlasgowHerald_0007
1882.08.09_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.04_TheBelfastNews-Letter_0002
1882.08.09_GlasgowHerald_0004,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.08.09_GlasgowHerald_0005,1882.02.04_LiverpoolMercuryetc_0008
1882.08.09_LiverpoolMercuryetc_0007,1882.02.10_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.08.09_LiverpoolMercuryetc_0008,1882.02.02_WesternMail_0004
1882.08.09_TheBelfastNews-Letter_0006,1882.02.08_TheLeedsMercury_0006
1882.08.09_TheBristolMercuryandDailyPost_0004,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.09_TheBristolMercuryandDailyPost_0005,1882.02.08_BirminghamDailyPost_0006
1882.08.09_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.08.09_TheDerbyMercury_0001,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.08.09_TheDerbyMercury_0004,1882.02.17_TheHullPacketandEastRidingTimes_0004
1882.08.09_TheDerbyMercury_0005,1882.02.15_LiverpoolMercuryetc_0008
1882.08.09_TheDerbyMercury_0007,1882.02.02_WesternMail_0004
1882.08.09_TheLeedsMercury_0002,1882.02.25_LiverpoolMercuryetc_0008
1882.08.09_TheLeedsMercury_0003,1882.02.08_BirminghamDailyPost_0006
1882.08.09_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.09_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.09_WesternMail_0004,1882.02.08_LiverpoolMercuryetc_0008
1882.08.10_AberdeenWeeklyJournal_0004,1882.02.23_LiverpoolMercuryetc_0008
1882.08.10_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.10_BirminghamDailyPost_0007,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.08.10_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.25_LiverpoolMercuryetc_0008
1882.08.10_GlasgowHerald_0007,1882.02.22_LiverpoolMercuryetc_0008
1882.08.10_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.08.10_TheBelfastNews-Letter_0001,1882.02.10_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.08.10_TheBelfastNews-Letter_0006,1882.02.08_TheLeedsMercury_0006
1882.08.10_TheBristolMercuryandDailyPost_0004,1882.02.04_Jackson'sOxfordJournal_0002
1882.08.10_TheBristolMercuryandDailyPost_0007,1882.02.25_TheBelfastNews-Letter_0006
1882.08.10_TheLeedsMercury_0006,1882.02.15_LiverpoolMercuryetc_0008
1882.08.10_WesternMail_0004,1882.02.16_TheBristolMercuryandDailyPost_0007
1882.08.11_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.08.11_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.11_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.09_TheBelfastNews-Letter_0004
1882.08.11_GlasgowHerald_0005,1882.02.20_LiverpoolMercuryetc_0008
1882.08.11_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.08.11_TheBelfastNews-Letter_0001,1882.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.08.11_TheBelfastNews-Letter_0006,1882.02.28_LiverpoolMercuryetc_0008
1882.08.11_TheBristolMercuryandDailyPost_0004,1882.02.04_Jackson'sOxfordJournal_0002
1882.08.11_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.08.11_TheHullPacketandEastRidingTimes_0001,1882.02.04_Jackson'sOxfordJournal_0002
1882.08.11_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.11_TheHullPacketandEastRidingTimes_0003,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.11_TheLeedsMercury_0002,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.08.11_TheLeedsMercury_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.11_WesternMail_0004,1882.02.07_TheBelfastNews-Letter_0006
1882.08.12_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.08.12_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.12_DailyNews_0004,1882.02.22_GlasgowHerald_0007
1882.08.12_DailyNews_0006,1882.02.11_LiverpoolMercuryetc_0008
1882.08.12_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.08_TheBelfastNews-Letter_0002
1882.08.12_GlasgowHerald_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.08.12_HampshireTelegraphandSussexChronicleetc_0006,1882.02.20_TheLeedsMercury_0007
1882.08.12_HampshireTelegraphandSussexChronicleetc_0007,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.08.12_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.08.12_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.08.12_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.08.12_TheBristolMercuryandDailyPost_0008,1882.02.15_LiverpoolMercuryetc_0006
1882.08.12_TheIpswichJournal_0002,1882.02.18_Jackson'sOxfordJournal_0002
1882.08.12_TheIpswichJournal_0006,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.12_TheIpswichJournal_0009,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.12_TheIpswichJournal_0010,1882.02.25_Jackson'sOxfordJournal_0006
1882.08.12_TheLeedsMercury_0010,1882.02.24_LiverpoolMercuryetc_0008
1882.08.12_TheLeedsMercury_0011,1882.02.08_LiverpoolMercuryetc_0008
1882.08.12_WesternMail_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.08.14_AberdeenWeeklyJournal_0004,1882.02.11_LiverpoolMercuryetc_0008
1882.08.14_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.08.14_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.08.14_GlasgowHerald_0005,1882.02.20_LiverpoolMercuryetc_0008
1882.08.14_LiverpoolMercuryetc_0008,1882.02.06_TheLeedsMercury_0006
1882.08.14_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.08.14_TheLeedsMercury_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.08.14_WesternMail_0004,1882.02.24_LiverpoolMercuryetc_0008
1882.08.15_AberdeenWeeklyJournal_0004,1882.02.27_LiverpoolMercuryetc_0008
1882.08.15_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.15_BirminghamDailyPost_0007,1882.02.04_Jackson'sOxfordJournal_0002
1882.08.15_DailyNews_0007,1882.02.11_LiverpoolMercuryetc_0008
1882.08.15_LiverpoolMercuryetc_0008,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.08.15_TheBelfastNews-Letter_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.08.15_TheBristolMercuryandDailyPost_0007,1882.02.02_TheBelfastNews-Letter_0006
1882.08.15_TheLeedsMercury_0001,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.15_TheLeedsMercury_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.08.16_AberdeenWeeklyJournal_0003,1882.02.04_LiverpoolMercuryetc_0008
1882.08.16_BaneracAmserauCymru_0012,1882.02.25_YGoleuad_0014
1882.08.16_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.16_DailyNews_0007,1882.02.11_LiverpoolMercuryetc_0008
1882.08.16_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.08.16_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.08.16_TheBelfastNews-Letter_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.08.16_TheBelfastNews-Letter_0007,1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.08.16_TheBristolMercuryandDailyPost_0007,1882.02.06_TheBelfastNews-Letter_0006
1882.08.16_TheDerbyMercury_0001,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.08.16_TheDerbyMercury_0007,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.16_TheLeedsMercury_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.08.16_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.16_WesternMail_0004,1882.02.15_LiverpoolMercuryetc_0008
1882.08.17_AberdeenWeeklyJournal_0004,1882.02.04_LiverpoolMercuryetc_0008
1882.08.17_BirminghamDailyPost_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.08.17_DailyNews_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.08.17_GlasgowHerald_0007,1882.02.07_LiverpoolMercuryetc_0008
1882.08.17_LiverpoolMercuryetc_0008,1882.02.15_TheLeedsMercury_0006
1882.08.17_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.08.17_TheBristolMercuryandDailyPost_0007,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.17_TheLeedsMercury_0006,1882.02.22_LiverpoolMercuryetc_0008
1882.08.17_WesternMail_0001,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.17_WesternMail_0004,1882.02.07_TheBelfastNews-Letter_0006
1882.08.18_AberdeenWeeklyJournal_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.08.18_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.18_DailyNews_0007,1882.02.04_BirminghamDailyPost_0006
1882.08.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.08.18_GlasgowHerald_0007,1882.02.08_LiverpoolMercuryetc_0008
1882.08.18_LiverpoolMercuryetc_0008,1882.02.17_BirminghamDailyPost_0006
1882.08.18_TheBelfastNews-Letter_0003,1882.02.22_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.08.18_TheBelfastNews-Letter_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.08.18_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.08.18_TheHullPacketandEastRidingTimes_0001,1882.02.18_Jackson'sOxfordJournal_0002
1882.08.18_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.18_TheHullPacketandEastRidingTimes_0003,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.18_TheLeedsMercury_0002,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.08.18_TheLeedsMercury_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.08.18_WesternMail_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.08.19_AberdeenWeeklyJournal_0004,1882.02.25_LiverpoolMercuryetc_0008
1882.08.19_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.19_DailyNews_0007,1882.02.21_GlasgowHerald_0007
1882.08.19_GlasgowHerald_0005,1882.02.06_TheBelfastNews-Letter_0006
1882.08.19_GlasgowHerald_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.08.19_GlasgowHerald_0008,1882.02.08_TheDerbyMercury_0007
1882.08.19_HampshireTelegraphandSussexChronicleetc_0006,1882.02.20_TheLeedsMercury_0007
1882.08.19_HampshireTelegraphandSussexChronicleetc_0007,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.08.19_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.08.19_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.08.19_TheBelfastNews-Letter_0006,1882.02.08_LiverpoolMercuryetc_0008
1882.08.19_TheIpswichJournal_0002,1882.02.04_Jackson'sOxfordJournal_0002
1882.08.19_TheIpswichJournal_0010,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.19_TheLeedsMercury_0005,1882.02.06_BirminghamDailyPost_0006
1882.08.19_TheLeedsMercury_0011,1882.02.10_LiverpoolMercuryetc_0008
1882.08.19_WesternMail_0004,1882.02.23_LiverpoolMercuryetc_0008
1882.08.19_YGoleuad_0016,1882.02.22_BaneracAmserauCymru_0016
1882.08.21_AberdeenWeeklyJournal_0004,1882.02.20_LiverpoolMercuryetc_0008
1882.08.21_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.08.21_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.08.21_TheBelfastNews-Letter_0001,1882.02.02_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.08.21_TheBelfastNews-Letter_0006,1882.02.27_LiverpoolMercuryetc_0008
1882.08.21_TheBristolMercuryandDailyPost_0007,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.21_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.08.21_WesternMail_0004,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.08.22_AberdeenWeeklyJournal_0004,1882.02.25_LiverpoolMercuryetc_0008
1882.08.22_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.22_DailyNews_0001,1882.02.13_LiverpoolMercuryetc_0007
1882.08.22_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.08_LiverpoolMercuryetc_0008
1882.08.22_GlasgowHerald_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.08.22_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.08.22_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.08.22_TheBristolMercuryandDailyPost_0007,1882.02.04_TheBelfastNews-Letter_0006
1882.08.22_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.08.22_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.08.22_WesternMail_0004,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.08.23_AberdeenWeeklyJournal_0003,1882.02.23_LiverpoolMercuryetc_0008
1882.08.23_BirminghamDailyPost_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.08.23_DailyNews_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.08.23_GlasgowHerald_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.08.23_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.08.23_TheBelfastNews-Letter_0003,1882.02.07_GlasgowHerald_0002
1882.08.23_TheBelfastNews-Letter_0006,1882.02.08_TheLeedsMercury_0006
1882.08.23_TheBelfastNews-Letter_0007,1882.02.04_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.08.23_TheBristolMercuryandDailyPost_0007,1882.02.08_LiverpoolMercuryetc_0008
1882.08.23_TheDerbyMercury_0001,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.08.23_TheDerbyMercury_0004,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.23_TheLeedsMercury_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.23_TheLeedsMercury_0003,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.08.23_TheLeedsMercury_0006,1882.02.22_LiverpoolMercuryetc_0008
1882.08.23_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.23_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.23_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1882.02.11_LiverpoolMercuryetc_0008
1882.08.23_WesternMail_0004,1882.02.07_TheBristolMercuryandDailyPost_0007
1882.08.24_AberdeenWeeklyJournal_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.08.24_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.24_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.08.24_TheBelfastNews-Letter_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.08.24_TheLeedsMercury_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.08.24_WesternMail_0004,1882.02.17_TheBristolMercuryandDailyPost_0007
1882.08.25_AberdeenWeeklyJournal_0002,1882.02.10_LiverpoolMercuryetc_0008
1882.08.25_AberdeenWeeklyJournal_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.08.25_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.25_GlasgowHerald_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.08.25_LiverpoolMercuryetc_0008,1882.02.17_BirminghamDailyPost_0006
1882.08.25_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.08.25_TheBristolMercuryandDailyPost_0007,1882.02.20_TheBelfastNews-Letter_0006
1882.08.25_TheHullPacketandEastRidingTimes_0001,1882.02.18_Jackson'sOxfordJournal_0002
1882.08.25_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.25_TheHullPacketandEastRidingTimes_0003,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.25_TheLeedsMercury_0006,1882.02.11_LiverpoolMercuryetc_0008
1882.08.25_WesternMail_0004,1882.02.07_TheBelfastNews-Letter_0006
1882.08.26_AberdeenWeeklyJournal_0004,1882.02.18_LiverpoolMercuryetc_0008
1882.08.26_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.26_DailyNews_0007,1882.02.09_LiverpoolMercuryetc_0008
1882.08.26_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.21_LiverpoolMercuryetc_0008
1882.08.26_GlasgowHerald_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.08.26_GlasgowHerald_0007,1882.02.14_LiverpoolMercuryetc_0008
1882.08.26_HampshireTelegraphandSussexChronicleetc_0007,1882.02.27_TheLeedsMercury_0003
1882.08.26_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.08.26_Jackson'sOxfordJournal_0003,1882.02.18_TheIpswichJournal_S0004
1882.08.26_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.08.26_TheBelfastNews-Letter_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.08.26_TheIpswichJournal_0002,1882.02.17_TheHullPacketandEastRidingTimes_0004
1882.08.26_TheIpswichJournal_0006,1882.02.25_Jackson'sOxfordJournal_0002
1882.08.26_TheIpswichJournal_0009,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.26_TheLeedsMercury_0005,1882.02.17_BirminghamDailyPost_0006
1882.08.26_TheLeedsMercury_0011,1882.02.25_LiverpoolMercuryetc_0008
1882.08.26_WesternMail_0004,1882.02.09_LiverpoolMercuryetc_0008
1882.08.28_AberdeenWeeklyJournal_0004,1882.02.18_LiverpoolMercuryetc_0008
1882.08.28_BirminghamDailyPost_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.08.28_BirminghamDailyPost_0007,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.28_DailyNews_0003,1882.02.23_LiverpoolMercuryetc_0008
1882.08.28_GlasgowHerald_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.08.28_LiverpoolMercuryetc_0008,1882.02.25_TheBelfastNews-Letter_0006
1882.08.28_TheLeedsMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.28_TheLeedsMercury_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.08.28_WesternMail_0004,1882.02.23_TheBristolMercuryandDailyPost_0007
1882.08.29_AberdeenWeeklyJournal_0004,1882.02.28_LiverpoolMercuryetc_0008
1882.08.29_BirminghamDailyPost_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.08.29_DailyNews_0007,1882.02.13_LiverpoolMercuryetc_0008
1882.08.29_GlasgowHerald_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.08.29_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.08.29_TheBristolMercuryandDailyPost_0007,1882.02.13_TheBelfastNews-Letter_0006
1882.08.29_TheLeedsMercury_0001,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.08.29_TheLeedsMercury_0006,1882.02.25_LiverpoolMercuryetc_0008
1882.08.30_AberdeenWeeklyJournal_0003,1882.02.11_LiverpoolMercuryetc_0008
1882.08.30_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.30_GlasgowHerald_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.08.30_TheBristolMercuryandDailyPost_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.08.30_TheDerbyMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.30_TheLeedsMercury_0006,1882.02.15_LiverpoolMercuryetc_0008
1882.08.30_TheLeedsMercury_0007,1882.02.25_HampshireTelegraphandSussexChronicleetc_0006
1882.08.30_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.08.30_WesternMail_0004,1882.02.17_TheBristolMercuryandDailyPost_0007
1882.08.31_AberdeenWeeklyJournal_0004,1882.02.20_LiverpoolMercuryetc_0008
1882.08.31_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.08.31_GlasgowHerald_0003,1882.02.28_LiverpoolMercuryetc_0008
1882.08.31_TheBelfastNews-Letter_0006,1882.02.28_LiverpoolMercuryetc_0008
1882.08.31_TheBristolMercuryandDailyPost_0007,1882.02.25_TheBelfastNews-Letter_0006
1882.08.31_TheLeedsMercury_0006,1882.02.17_BirminghamDailyPost_0006
1882.08.31_WesternMail_0004,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.09.01_AberdeenWeeklyJournal_0003,1882.02.17_LiverpoolMercuryetc_0008
1882.09.01_BirminghamDailyPost_0005,1882.02.24_DailyNews_0002
1882.09.01_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.09.01_DailyNews_0007,1882.02.28_LiverpoolMercuryetc_0008
1882.09.01_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.25_LiverpoolMercuryetc_0008
1882.09.01_GlasgowHerald_0005,1882.02.25_LiverpoolMercuryetc_0008
1882.09.01_LiverpoolMercuryetc_0008,1882.02.24_BirminghamDailyPost_0006
1882.09.01_TheBristolMercuryandDailyPost_0007,1882.02.25_LiverpoolMercuryetc_0008
1882.09.01_TheHullPacketandEastRidingTimes_0001,1882.02.27_TheBristolMercuryandDailyPost_0007
1882.09.01_TheHullPacketandEastRidingTimes_0002,1882.02.25_Jackson'sOxfordJournal_0002
1882.09.01_WesternMail_0004,1882.02.17_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.09.02_AberdeenWeeklyJournal_0004,1882.02.20_LiverpoolMercuryetc_0008
1882.09.02_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.09.02_BirminghamDailyPost_0008,1882.02.17_LiverpoolMercuryetc_0008
1882.09.02_DailyNews_0003,1882.02.20_BirminghamDailyPost_0006
1882.09.02_GlasgowHerald_0005,1882.02.18_LiverpoolMercuryetc_0008
1882.09.02_Jackson'sOxfordJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0002
1882.09.02_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.09.02_TheBelfastNews-Letter_0006,1882.02.24_LiverpoolMercuryetc_0008
1882.09.02_TheBristolMercuryandDailyPost_0007,1882.02.24_LiverpoolMercuryetc_0008
1882.09.02_TheBristolMercuryandDailyPost_S0007,1882.02.15_LiverpoolMercuryetc_0008
1882.09.02_TheIpswichJournal_0002,1882.02.24_TheHullPacketandEastRidingTimes_0004
1882.09.02_TheIpswichJournal_0006,1882.02.25_Jackson'sOxfordJournal_0002
1882.09.02_TheIpswichJournal_0009,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.09.02_TheIpswichJournal_0010,1882.02.23_ThePallMallGazette_0006
1882.09.02_WesternMail_0004,1882.02.25_LiverpoolMercuryetc_0008
1882.09.03_Reynolds'sNewspaper_0006,1882.02.26_Lloyd'sWeeklyNewspaper_0008
1882.09.04_AberdeenWeeklyJournal_0004,1882.02.20_LiverpoolMercuryetc_0008
1882.09.04_BirminghamDailyPost_0006,1882.02.20_LiverpoolMercuryetc_0008
1882.09.04_DailyNews_0007,1882.02.20_LiverpoolMercuryetc_0008
1882.09.04_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.18_LiverpoolMercuryetc_0008
1882.09.04_GlasgowHerald_0005,1882.02.24_LiverpoolMercuryetc_0008
1882.09.04_LiverpoolMercuryetc_0008,1882.02.23_TheLeedsMercury_0006
1882.09.04_TheBristolMercuryandDailyPost_0007,1882.02.25_TheBelfastNews-Letter_0006
1882.09.04_WesternMail_0004,1882.02.25_LiverpoolMercuryetc_0008
1882.09.05_AberdeenWeeklyJournal_0004,1882.02.23_LiverpoolMercuryetc_0008
1882.09.05_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
